,Voltage,Current
0,-1.0,2.828581e-13
1,-0.9,-1.893038e-12
2,-0.8,-2.159469e-12
3,-0.7,-1.833853e-12
4,-0.6,-5.584746e-13
5,-0.5,-1.227963e-12
6,-0.4,-7.245926e-13
7,-0.3,-8.981253e-14
8,-0.2,-2.272412e-13
9,-0.1,6.7497e-13
10,-2.22044604925e-16,1.16536e-12
11,0.1,1.025163e-12
12,0.2,1.172982e-12
13,0.3,1.229142e-12
14,0.4,8.428464e-13
15,0.5,9.505514e-13
16,0.6,1.289312e-12
17,0.7,2.741429e-12
18,0.8,1.803369e-12
19,0.9,2.58659e-12
20,1.0,3.020221e-12
