,Voltage,Current
0,-1.0,5.173026e-13
1,-0.9,-1.881133e-12
2,-0.8,-1.533261e-12
3,-0.7,-1.245173e-12
4,-0.6,-8.832567e-13
5,-0.5,-4.844272e-13
6,-0.4,-2.344567e-13
7,-0.3,3.19438e-14
8,-0.2,4.623487e-13
9,-0.1,7.260867e-13
10,-2.22044604925e-16,1.123399e-12
11,0.1,1.104947e-12
12,0.2,1.229697e-12
13,0.3,1.316138e-12
14,0.4,1.471373e-12
15,0.5,1.654285e-12
16,0.6,1.801096e-12
17,0.7,1.964754e-12
18,0.8,2.160703e-12
19,0.9,2.337999e-12
20,1.0,2.436274e-12
